1,1,-5.7433,1.3984
1,2,-7.0038,0.5178
1,3,-4.5466,2.2598
1,4,-2.4239,2.7402
1,5,0.92758,-1.5855
1,6,1.3182,-1.7211
1,7,2.2788,-2.4448
1,8,-0.75585,-1.4477
1,9,-8.6046,1.1645
1,10,-9.9021,-0.1058
2,1,-5.8105,1.3853
2,2,-7.069,0.52172
2,3,-4.4991,2.2238
2,4,-2.3512,2.7423
2,5,0.92758,-1.5855
2,6,1.3182,-1.7211
2,7,2.2993,-2.4436
2,8,-0.75585,-1.4477
2,9,-8.6673,1.1666
2,10,-9.9,-0.10568
3,1,-5.8777,1.3722
3,2,-7.1342,0.52564
3,3,-4.4516,2.1877
3,4,-2.2786,2.7444
3,5,0.92758,-1.5855
3,6,1.3182,-1.7211
3,7,2.3197,-2.4423
3,8,-0.75585,-1.4477
3,9,-8.73,1.1687
3,10,-9.898,-0.10557
4,1,-5.9449,1.3591
4,2,-7.1994,0.52956
4,3,-4.4042,2.1517
4,4,-2.206,2.7465
4,5,0.92758,-1.5855
4,6,1.3182,-1.7211
4,7,2.3402,-2.4411
4,8,-0.75585,-1.4477
4,9,-8.7927,1.1709
4,10,-9.8959,-0.10545
5,1,-6.0121,1.346
5,2,-7.2646,0.53348
5,3,-4.3567,2.1156
5,4,-2.1334,2.7487
5,5,0.92758,-1.5855
5,6,1.3182,-1.7211
5,7,2.3607,-2.4399
5,8,-0.75585,-1.4477
5,9,-8.8554,1.173
5,10,-9.8939,-0.10533
6,1,-6.0794,1.333
6,2,-7.3298,0.5374
6,3,-4.3092,2.0796
6,4,-2.0607,2.7508
6,5,0.92758,-1.5855
6,6,1.3182,-1.7211
6,7,2.3812,-2.4386
6,8,-0.75585,-1.4477
6,9,-8.9182,1.1751
6,10,-9.8918,-0.10522
7,1,-6.1466,1.3199
7,2,-7.395,0.54132
7,3,-4.2617,2.0435
7,4,-1.9881,2.7529
7,5,0.92758,-1.5855
7,6,1.3182,-1.7211
7,7,2.4016,-2.4374
7,8,-0.75585,-1.4477
7,9,-8.9809,1.1773
7,10,-9.8898,-0.1051
8,1,-6.2138,1.3068
8,2,-7.4602,0.54524
8,3,-4.2142,2.0075
8,4,-1.9155,2.755
8,5,0.92758,-1.5855
8,6,1.3182,-1.7211
8,7,2.4221,-2.4361
8,8,-0.75585,-1.4477
8,9,-9.0436,1.1794
8,10,-9.8878,-0.10498
9,1,-6.281,1.2937
9,2,-7.5254,0.54916
9,3,-4.1667,1.9715
9,4,-1.8429,2.7572
9,5,0.92758,-1.5855
9,6,1.3182,-1.7211
9,7,2.4426,-2.4349
9,8,-0.75585,-1.4477
9,9,-9.1063,1.1816
9,10,-9.8857,-0.10487
10,1,-6.3482,1.2806
10,2,-7.5906,0.55308
10,3,-4.1193,1.9354
10,4,-1.7702,2.7593
10,5,0.92758,-1.5855
10,6,1.3182,-1.7211
10,7,2.463,-2.4337
10,8,-0.75585,-1.4477
10,9,-9.169,1.1837
10,10,-9.8837,-0.10475
11,1,-6.4154,1.2675
11,2,-7.6558,0.557
11,3,-4.0718,1.8994
11,4,-1.6976,2.7614
11,5,0.92758,-1.5855
11,6,1.3182,-1.7211
11,7,2.4835,-2.4324
11,8,-0.75585,-1.4477
11,9,-9.2317,1.1858
11,10,-9.8816,-0.10463
12,3,-4.0075,1.8584
12,4,-1.6282,2.7579
12,5,0.92758,-1.5855
12,6,1.3182,-1.7211
12,7,2.4958,-2.4317
12,8,-0.75585,-1.4477
13,3,-3.9431,1.8174
13,4,-1.5589,2.7544
13,5,0.92758,-1.5855
13,6,1.3182,-1.7211
13,7,2.5081,-2.4309
13,8,-0.75585,-1.4477
14,3,-3.8788,1.7765
14,4,-1.4895,2.7509
14,5,0.92758,-1.5855
14,6,1.3182,-1.7211
14,7,2.5204,-2.4302
14,8,-0.75585,-1.4477
15,3,-3.8145,1.7355
15,4,-1.4201,2.7474
15,5,0.92758,-1.5855
15,6,1.3182,-1.7211
15,7,2.5326,-2.4294
15,8,-0.75585,-1.4477
16,3,-3.7502,1.6945
16,4,-1.3507,2.7439
16,5,0.92758,-1.5855
16,6,1.3182,-1.7211
16,7,2.5449,-2.4287
16,8,-0.75585,-1.4477
17,3,-3.6858,1.6536
17,4,-1.2814,2.7404
17,5,0.92758,-1.5855
17,6,1.3182,-1.7211
17,7,2.5572,-2.428
17,8,-0.75585,-1.4477
18,3,-3.6215,1.6126
18,4,-1.212,2.7369
18,5,0.92758,-1.5855
18,6,1.3182,-1.7211
18,7,2.5695,-2.4272
18,8,-0.75585,-1.4477
19,3,-3.5572,1.5716
19,4,-1.1426,2.7334
19,5,0.92758,-1.5855
19,6,1.3182,-1.7211
19,7,2.5818,-2.4265
19,8,-0.75585,-1.4477
20,3,-3.4929,1.5307
20,4,-1.0733,2.7299
20,5,0.92758,-1.5855
20,6,1.3182,-1.7211
20,7,2.594,-2.4257
20,8,-0.75585,-1.4477
21,3,-3.4286,1.4897
21,4,-1.0039,2.7265
21,5,0.92758,-1.5855
21,6,1.3182,-1.7211
21,7,2.6063,-2.425
21,8,-0.75585,-1.4477
22,3,-3.3801,1.4513
22,4,-0.93895,2.7263
22,5,0.92758,-1.5855
22,6,1.3182,-1.7211
22,7,2.6302,-2.4195
22,8,-0.75585,-1.4477
23,3,-3.3317,1.4128
23,4,-0.87401,2.7262
23,5,0.92758,-1.5855
23,6,1.3182,-1.7211
23,7,2.6541,-2.414
23,8,-0.75585,-1.4477
24,3,-3.2832,1.3744
24,4,-0.80907,2.7261
24,5,0.92758,-1.5855
24,6,1.3182,-1.7211
24,7,2.6779,-2.4085
24,8,-0.75585,-1.4477
25,3,-3.2348,1.3359
25,4,-0.74413,2.726
25,5,0.92758,-1.5855
25,6,1.3182,-1.7211
25,7,2.7018,-2.4031
25,8,-0.75585,-1.4477
26,3,-3.1864,1.2975
26,4,-0.67919,2.7259
26,5,0.92758,-1.5855
26,6,1.3182,-1.7211
26,7,2.7257,-2.3976
26,8,-0.75585,-1.4477
27,3,-3.1379,1.259
27,4,-0.61425,2.7258
27,5,0.92758,-1.5855
27,6,1.3182,-1.7211
27,7,2.7495,-2.3921
27,8,-0.75585,-1.4477
28,3,-3.0895,1.2206
28,4,-0.54932,2.7257
28,5,0.92758,-1.5855
28,6,1.3182,-1.7211
28,7,2.7734,-2.3866
28,8,-0.75585,-1.4477
29,3,-3.041,1.1822
29,4,-0.48438,2.7256
29,5,0.92758,-1.5855
29,6,1.3182,-1.7211
29,7,2.7973,-2.3812
29,8,-0.75585,-1.4477
30,3,-2.9926,1.1437
30,4,-0.41944,2.7255
30,5,0.92758,-1.5855
30,6,1.3182,-1.7211
30,7,2.8212,-2.3757
30,8,-0.75585,-1.4477
31,3,-2.9442,1.1053
31,4,-0.3545,2.7254
31,5,0.92758,-1.5855
31,6,1.3182,-1.7211
31,7,2.845,-2.3702
31,8,-0.75585,-1.4477
32,3,-2.8905,1.0763
32,4,-0.27764,2.7242
32,5,0.92758,-1.5855
32,6,1.3182,-1.7211
32,7,2.9016,-2.3748
32,8,-0.75585,-1.4477
33,3,-2.8368,1.0473
33,4,-0.20079,2.7229
33,5,0.92758,-1.5855
33,6,1.3182,-1.7211
33,7,2.9581,-2.3795
33,8,-0.75585,-1.4477
34,3,-2.7832,1.0183
34,4,-0.12393,2.7216
34,5,0.92758,-1.5855
34,6,1.3182,-1.7211
34,7,3.0147,-2.3841
34,8,-0.75585,-1.4477
35,3,-2.7295,0.98926
35,4,-0.047071,2.7203
35,5,0.92758,-1.5855
35,6,1.3182,-1.7211
35,7,3.0713,-2.3887
35,8,-0.75585,-1.4477
36,3,-2.6759,0.96026
36,4,0.029787,2.7191
36,5,0.92758,-1.5855
36,6,1.3182,-1.7211
36,7,3.1278,-2.3934
36,8,-0.75585,-1.4477
37,3,-2.6222,0.93126
37,4,0.10664,2.7178
37,5,0.92758,-1.5855
37,6,1.3182,-1.7211
37,7,3.1844,-2.398
37,8,-0.75585,-1.4477
38,3,-2.5685,0.90226
38,4,0.1835,2.7165
38,5,0.92758,-1.5855
38,6,1.3182,-1.7211
38,7,3.2409,-2.4027
38,8,-0.75585,-1.4477
39,3,-2.5149,0.87325
39,4,0.26036,2.7153
39,5,0.92758,-1.5855
39,6,1.3182,-1.7211
39,7,3.2975,-2.4073
39,8,-0.75585,-1.4477
40,3,-2.4612,0.84425
40,4,0.33722,2.714
40,5,0.92758,-1.5855
40,6,1.3182,-1.7211
40,7,3.354,-2.4119
40,8,-0.75585,-1.4477
41,3,-2.4076,0.81525
41,4,0.41407,2.7127
41,5,0.92758,-1.5855
41,6,1.3182,-1.7211
41,7,3.4106,-2.4166
41,8,-0.75585,-1.4477
42,3,-2.3622,0.77419
42,4,0.47256,2.7032
42,5,0.92758,-1.5855
42,6,1.3182,-1.7211
42,7,3.4497,-2.4162
42,8,-0.75585,-1.4477
43,3,-2.3168,0.73313
43,4,0.53104,2.6937
43,5,0.92758,-1.5855
43,6,1.3182,-1.7211
43,7,3.4889,-2.4159
43,8,-0.75585,-1.4477
44,3,-2.2715,0.69207
44,4,0.58952,2.6841
44,5,0.92758,-1.5855
44,6,1.3182,-1.7211
44,7,3.5281,-2.4155
44,8,-0.75585,-1.4477
45,3,-2.2261,0.651
45,4,0.64801,2.6746
45,5,0.92758,-1.5855
45,6,1.3182,-1.7211
45,7,3.5672,-2.4152
45,8,-0.75585,-1.4477
46,3,-2.1808,0.60994
46,4,0.70649,2.6651
46,5,0.92758,-1.5855
46,6,1.3182,-1.7211
46,7,3.6064,-2.4148
46,8,-0.75585,-1.4477
47,3,-2.1354,0.56888
47,4,0.76497,2.6555
47,5,0.92758,-1.5855
47,6,1.3182,-1.7211
47,7,3.6455,-2.4144
47,8,-0.75585,-1.4477
48,3,-2.09,0.52782
48,4,0.82346,2.646
48,5,0.92758,-1.5855
48,6,1.3182,-1.7211
48,7,3.6847,-2.4141
48,8,-0.75585,-1.4477
49,3,-2.0447,0.48676
49,4,0.88194,2.6364
49,5,0.92758,-1.5855
49,6,1.3182,-1.7211
49,7,3.7239,-2.4137
49,8,-0.75585,-1.4477
50,3,-1.9993,0.44569
50,4,0.94042,2.6269
50,5,0.92758,-1.5855
