0,1,-3.1496,-10.7980
1,1,-3.1466,-10.2140
1,2,-3.6262,-10.7980
2,1,-3.1436,-9.6299
2,2,-3.5896,-10.1880
3,1,-3.1406,-9.0458
3,2,-3.5531,-9.5780
4,1,-3.1377,-8.4618
4,2,-3.6004,-8.9896
5,1,-3.1086,-7.7740
5,2,-3.6478,-8.4013
6,1,-3.0796,-7.0861
6,2,-3.6952,-7.8129
6,3,2.1949,2.9071
7,1,-3.0506,-6.3983
7,2,-3.7051,-7.0212
7,3,1.0594,2.1803
8,1,-3.0215,-5.7104
8,2,-3.7151,-6.2296
8,3,0.4379,1.5704
9,1,-3.0468,-5.2822
9,2,-3.6746,-5.5287
9,3,-0.1836,0.9604
10,1,-3.0721,-4.8539
10,2,-3.6342,-4.8279
10,3,-0.7001,0.2725
11,1,-3.0621,-4.3607
11,2,-3.6128,-4.0622
11,3,-1.2166,-0.4153
12,1,-3.0521,-3.8675
12,2,-3.5913,-3.2965
12,3,-1.5473,-1.0642
13,1,-2.9769,-2.8552
13,2,-3.5649,-2.5005
13,3,-1.8780,-1.7131
14,1,-2.9017,-1.8429
14,2,-3.5385,-1.7045
14,3,-2.2306,-2.8812
15,1,-2.8208,-1.1248
15,2,-3.5122,-0.9085
15,3,-2.5408,-3.8156
16,1,-2.7400,-0.4067
16,2,-3.4531,-0.2790
16,3,-2.8510,-4.7500
17,1,-2.6591,0.3115
17,2,-3.3940,0.3504
17,3,-3.0948,-5.9051
17,5,1.9569,-1.1940
17,6,2.0114,-0.4153
18,1,-2.6649,1.0296
18,2,-3.3350,0.9799
18,3,-3.3385,-7.0602
18,4,-3.7540,7.7350
18,5,1.1967,-0.7268
18,6,1.1803,0.1687
19,1,-2.6707,1.7477
19,2,-3.2759,1.6093
19,3,-3.6530,-7.8389
19,4,-3.7810,6.8395
19,5,0.4365,-0.2596
19,6,0.3492,0.7527
20,1,-2.6765,2.4659
20,2,-3.2352,2.2323
20,3,-3.9675,-8.6176
20,4,-3.8079,5.9440
20,5,-0.3194,0.3115
20,6,-0.2149,1.2459
21,1,-2.6126,3.1234
21,2,-3.1945,2.8552
21,3,-4.3596,-9.3530
21,4,-3.7884,5.2086
21,5,-1.0752,0.8825
21,6,-0.7791,1.7391
22,1,-2.5488,3.7810
22,2,-3.1537,3.4782
22,3,-4.7517,-10.0880
22,4,-3.7689,4.4732
22,5,-1.6604,1.3887
22,6,-1.3432,2.2323
23,1,-2.4849,4.4386
23,2,-3.1776,4.1098
23,3,-5.1438,-10.8240
23,4,-3.7494,3.7377
23,5,-2.2456,1.8948
23,6,-1.9749,2.9201
24,1,-2.4788,5.0961
24,2,-3.2015,4.7414
24,4,-3.6659,2.6346
24,5,-2.7863,2.6865
24,6,-2.6066,3.6080
25,1,-2.4728,5.7537
25,2,-3.2254,5.3730
25,4,-3.5825,1.5314
25,5,-3.3270,3.4782
25,6,-3.1057,4.3607
26,1,-2.4667,6.4113
26,2,-3.2468,6.0219
26,4,-3.5443,0.5537
26,5,-3.7796,4.0492
26,6,-3.6047,5.1134
27,1,-2.5882,7.1251
27,2,-3.2681,6.6708
27,4,-3.5062,-0.4240
27,5,-4.2321,4.6203
27,6,-3.9958,5.5980
27,7,-4.4895,7.7610
28,1,-2.7097,7.8389
28,2,-3.2895,7.3197
28,4,-3.4680,-1.4017
28,5,-4.6846,5.1913
28,6,-4.3870,6.0825
